"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
201512;12214126;12;21;41;26;2;2383;1165;1218;36;178;287;93;181;1120;266;165;57;166;708;379;129;446;500;168;228;204;1046;528;518;3;21;49;27;89;640;111;79;27;7586;3619;3967;60;347;557;186;522;3115;997;1373;429
201512;12214421;12;21;44;21;2;804;404;400;21;70;101;27;70;443;42;27;3;82;363;193;36;33;114;70;128;60;444;215;229;6;15;31;9;43;301;21;15;3;2573;1251;1322;25;127;183;49;175;1209;299;369;137
201512;12214422;12;21;44;22;2;4162;2164;1998;64;347;627;177;405;1906;370;222;44;446;1363;472;349;554;830;398;402;266;2235;1180;1055;21;109;192;72;235;1265;188;132;21;7761;3914;3847;86;446;786;226;725;3418;807;1030;237
201512;12214423;12;21;44;23;2;1947;995;952;21;156;222;83;157;935;211;137;25;118;604;340;132;277;464;108;197;165;916;474;442;3;33;50;15;96;560;87;63;9;5558;2717;2841;37;220;331;124;396;2143;739;1255;313
201512;12214424;12;21;44;24;2;4779;2500;2279;100;415;600;170;482;2344;391;250;27;314;1456;525;510;357;943;606;606;301;2841;1526;1315;32;129;221;76;313;1650;217;185;18;10483;5254;5229;138;564;807;234;933;4800;1265;1361;381
201512;12214527;12;21;45;27;2;1844;904;940;24;114;195;59;134;899;214;190;15;283;705;245;88;118;334;102;356;141;993;496;497;6;21;28;13;87;573;114;139;12;10499;4811;5688;82;344;507;209;623;4129;1356;2321;928
201512;12214528;12;21;45;28;2;81;45;36;0;0;12;21;18;24;3;3;0;21;30;9;0;3;15;0;30;3;42;27;15;0;0;3;18;6;9;3;3;0;292;135;157;0;0;12;31;94;117;16;22;0
201512;12224229;12;22;42;29;2;725;362;363;3;57;116;69;45;308;69;49;9;167;306;86;31;80;63;68;131;46;307;155;152;0;6;6;30;30;163;30;33;9;6028;2940;3088;30;230;472;214;330;2005;922;1476;349
201512;12224230;12;22;42;30;2;1931;897;1034;22;192;279;93;107;809;243;160;26;432;835;268;55;135;233;84;420;169;733;329;404;0;21;40;12;45;395;104;100;16;17875;8740;9135;103;764;1418;558;997;6273;2939;3848;975
201512;12231101;12;23;11;1;2;1771;881;890;15;112;258;120;108;762;206;165;25;444;859;252;50;142;139;90;382;109;805;405;400;3;18;37;25;66;427;102;105;22;16298;7808;8490;100;610;1285;523;908;5553;2404;3880;1035
201512;12231102;12;23;11;2;2;1771;806;965;15;149;326;90;103;674;220;161;33;453;894;251;49;134;108;72;403;111;687;297;390;0;12;30;4;60;349;100;108;24;16723;8025;8698;106;675;1579;563;895;5456;2299;3931;1219
201512;12301203;12;30;12;3;2;3942;2119;1823;71;336;549;165;416;1796;363;212;34;290;1132;539;576;312;557;470;715;180;2507;1355;1152;41;191;291;82;290;1254;177;159;22;14815;7470;7345;122;602;1030;327;1163;5746;1907;2865;1053
201512;12301204;12;30;12;4;2;1384;698;686;10;127;203;89;128;598;116;101;12;221;450;152;51;85;203;213;293;89;738;385;353;6;48;72;36;77;384;54;49;12;6357;3085;3272;38;282;487;228;497;2286;884;1283;372
201512;12301205;12;30;12;5;2;767;403;364;9;57;118;30;66;369;72;37;9;150;364;151;22;85;62;46;157;31;314;169;145;3;6;15;0;45;184;39;19;3;4886;2325;2561;40;209;394;134;319;1833;703;935;319
201512;12301206;12;30;12;6;2;673;332;341;9;60;118;39;34;283;78;46;6;94;248;119;43;46;109;23;138;66;226;111;115;0;0;9;6;18;123;33;31;6;5040;2477;2563;33;187;427;165;316;1805;826;1051;230
201512;12302107;12;30;21;7;2;1038;526;512;10;66;127;54;105;464;141;67;4;103;262;86;40;62;345;87;124;118;413;203;210;3;9;6;12;46;235;47;51;4;3006;1455;1551;17;93;211;94;267;1049;466;648;161
201512;12302108;12;30;21;8;2;5160;2564;2596;76;513;964;306;437;2174;406;238;46;279;1409;877;273;540;1254;514;757;413;2303;1131;1172;18;107;216;104;223;1328;157;135;15;13602;6428;7174;124;760;1541;525;1025;4659;1452;2701;815
201512;12302109;12;30;21;9;2;5366;2653;2713;105;594;976;269;442;2305;420;213;42;357;1471;834;335;587;1239;573;826;335;2706;1276;1430;18;158;314;94;288;1543;162;108;21;11253;5432;5821;139;824;1349;415;924;4237;1127;1698;540
201512;12302110;12;30;21;10;2;5232;2587;2645;122;588;1027;296;434;2158;397;167;43;293;1225;736;336;752;1145;635;769;370;2598;1289;1309;41;186;311;117;293;1365;173;93;19;10267;4920;5347;150;770;1382;441;889;3822;1049;1392;372
201512;12302211;12;30;22;11;2;789;399;390;13;46;92;36;68;359;110;56;9;77;268;130;65;55;162;38;119;82;322;165;157;4;3;19;7;18;182;48;38;3;3316;1624;1692;19;88;171;87;212;1197;482;816;244
201512;12302212;12;30;22;12;2;2079;1067;1012;40;231;349;111;180;903;177;72;16;178;757;371;160;184;368;235;284;91;1086;548;538;16;74;106;43;109;609;72;51;6;5625;2791;2834;59;364;663;232;467;2197;542;875;226
201512;12304313;12;30;43;13;2;1215;622;593;31;90;142;38;87;596;130;89;12;200;576;233;94;65;173;79;171;57;693;357;336;6;18;56;3;56;404;73;68;9;6517;3241;3276;62;224;388;120;478;2892;904;1119;330
201512;12304314;12;30;43;14;2;1170;554;616;9;84;132;51;72;543;163;110;6;161;484;247;48;102;175;43;201;117;521;245;276;3;15;12;15;40;280;83;73;0;9657;4490;5167;67;321;540;228;582;3778;1346;2099;696
201512;2010101;2;1;1;1;1;4253;2260;1993;50;268;476;171;539;2227;309;181;32;423;896;199;108;380;910;835;806;318;2435;1304;1131;11;54;83;27;368;1569;161;133;29;6133;3323;2810;61;300;517;192;781;3178;567;432;105
201512;2010102;2;1;1;2;1;8888;4384;4504;118;693;1313;398;864;4230;628;534;110;735;1470;335;297;551;3048;1572;881;1069;4237;2102;2135;15;85;139;85;465;2630;338;394;86;13405;6670;6735;145;795;1404;462;1374;6274;1243;1314;394
201512;2010103;2;1;1;3;1;10563;5466;5097;167;820;1426;459;1006;5172;751;652;110;629;1323;383;299;245;5624;909;830;1333;5380;2854;2526;16;105;158;112;510;3381;462;535;101;15524;7888;7636;182;925;1592;534;1471;7291;1473;1544;512
201512;2010104;2;1;1;4;1;3231;1646;1585;42;186;485;183;313;1572;220;187;43;309;458;58;58;38;1482;455;290;450;1631;843;788;9;18;34;31;144;1080;136;142;37;5066;2521;2545;54;242;559;210;490;2435;514;451;111
201512;2020201;2;2;2;1;1;286;150;136;6;36;26;9;6;183;13;7;0;49;90;9;3;24;22;28;116;3;170;83;87;3;12;7;6;3;129;3;7;0;643;351;292;12;49;32;12;30;431;48;29;0
201512;2020202;2;2;2;2;1;2361;1223;1138;32;133;217;99;258;1297;178;126;21;548;828;137;87;83;419;311;480;153;1548;839;709;9;36;40;60;186;969;117;116;15;5832;3018;2814;65;290;442;160;509;3154;637;470;105
201512;2020203;2;2;2;3;1;3929;2053;1876;66;259;361;105;347;2257;276;230;28;1168;1664;230;174;83;644;357;791;216;2387;1265;1122;12;42;43;37;229;1631;189;180;24;10696;5444;5252;138;563;668;197;752;6082;1195;914;187
201512;2020204;2;2;2;4;1;4954;2566;2388;66;315;404;177;428;2898;368;256;42;1270;1951;321;218;178;945;406;968;288;3143;1661;1482;15;66;76;61;323;2117;241;208;36;12215;6248;5967;125;582;787;285;897;7077;1322;913;227
201512;2020205;2;2;2;5;1;5870;2998;2872;91;324;555;204;577;3238;458;357;66;1557;2180;255;144;131;1362;320;1286;447;3638;1870;1768;18;75;78;48;411;2328;323;300;57;14982;7584;7398;171;681;1005;357;1122;8396;1813;1162;275
201512;2020206;2;2;2;6;1;8517;4335;4182;120;595;902;301;725;4823;556;434;61;2107;2925;314;253;203;1982;1047;1589;518;5235;2669;2566;24;94;148;72;470;3628;379;372;48;19172;9664;9508;235;1085;1372;440;1318;11104;1945;1330;343
201512;2030301;2;3;3;1;1;5732;2930;2802;52;273;582;246;536;2995;424;547;77;826;1058;62;81;48;3100;271;590;584;3552;1837;1715;6;39;67;58;274;2196;327;511;74;9186;4795;4391;83;386;721;279;771;5168;857;810;111
201512;2030302;2;3;3;2;1;6981;3646;3335;85;404;725;273;587;3853;496;479;79;1264;1764;177;145;96;3066;383;950;577;4310;2300;2010;21;41;85;56;350;2863;385;439;70;13205;6931;6274;139;632;1015;354;986;7443;1367;1053;216
201512;2030401;2;3;4;1;1;7030;3638;3392;77;408;687;214;567;4128;443;440;66;1750;2328;253;199;128;2153;406;1340;476;4567;2378;2189;15;67;70;52;410;3180;324;386;63;15076;7762;7314;157;739;1013;300;1041;9164;1409;1023;230
201512;2030402;2;3;4;2;1;5498;2811;2687;78;282;471;175;479;3205;335;424;49;1419;1893;196;117;109;1856;200;949;374;3654;1869;1785;6;34;51;45;303;2508;252;406;49;11229;5754;5475;140;521;709;259;797;6965;995;746;97
201512;2040501;2;4;5;1;1;1223;592;631;19;112;181;43;111;617;106;19;15;141;281;51;49;219;24;100;492;58;725;337;388;7;21;30;21;78;490;63;6;9;5455;2572;2883;34;226;344;89;260;1993;691;1214;604
201512;2040502;2;4;5;2;1;1669;806;863;20;141;188;42;143;1000;96;36;3;356;636;115;62;189;47;92;572;71;1036;496;540;0;50;45;9;97;766;42;24;3;7146;3476;3670;84;304;370;107;416;3857;662;911;435
201512;2040503;2;4;5;3;1;2353;1189;1164;62;181;177;48;255;1495;102;30;3;747;1093;163;95;167;79;76;761;82;1578;789;789;22;35;31;16;199;1184;76;15;0;10815;5424;5391;167;570;538;123;662;6637;768;793;557
201512;2040701;2;4;7;1;1;4015;2059;1956;59;271;405;101;609;2213;254;76;27;466;937;210;322;578;258;309;1467;144;2630;1361;1269;12;59;103;30;465;1738;163;45;15;12260;5970;6290;118;478;644;199;1037;5774;1180;1841;989
201512;2040702;2;4;7;2;1;2296;1240;1056;37;154;190;71;192;1540;81;27;4;807;1141;151;51;191;62;127;675;49;1513;839;674;3;30;39;44;143;1169;63;18;4;10686;5496;5190;119;517;615;170;559;6664;796;940;306
201512;2040703;2;4;7;3;1;708;413;295;15;75;84;15;112;380;24;3;0;93;409;48;27;54;59;33;114;12;616;365;251;12;60;66;15;96;343;21;3;0;1077;618;459;15;78;105;24;148;634;57;16;0
201512;2050601;2;5;6;1;1;2263;1169;1094;43;153;146;33;233;1547;75;24;9;723;1039;150;71;165;57;115;770;46;1625;856;769;3;37;43;21;180;1248;69;15;9;8817;4690;4127;123;415;383;88;636;6194;479;377;122
201512;2050602;2;5;6;2;1;5121;2593;2528;104;354;392;87;481;3438;164;83;18;1923;2663;321;158;411;155;198;1450;86;3521;1802;1719;28;79;65;18;386;2774;106;62;3;20396;10546;9850;287;1156;1286;272;1285;14041;1111;688;270
201512;2050801;2;5;8;1;1;5323;2792;2531;80;332;404;76;600;3589;196;40;6;1867;2543;303;250;332;114;238;1696;150;3789;2003;1786;22;82;96;31;478;2896;156;22;6;18946;9859;9087;243;995;1024;233;1398;13190;1025;649;189
201512;2050802;2;5;8;2;1;5231;2785;2446;74;295;248;60;507;3815;168;58;6;2308;3049;356;96;347;130;155;1338;116;3822;2060;1762;13;64;48;12;417;3085;134;46;3;19985;10513;9472;269;1017;990;204;1292;14628;883;556;146
201512;2050803;2;5;8;3;1;1693;896;797;31;116;81;30;169;1181;60;22;3;552;872;150;33;134;81;83;426;64;1191;632;559;6;19;19;15;130;944;45;10;3;6716;3470;3246;89;335;300;82;471;4491;437;351;160
201512;2050804;2;5;8;4;1;748;478;270;12;71;83;21;91;409;34;24;3;168;319;68;36;50;25;83;208;27;433;312;121;3;9;0;0;85;294;24;15;3;3730;1970;1760;60;281;333;75;170;2035;327;284;165
201512;3010101;3;1;1;1;2;384;230;154;6;42;27;9;31;230;21;15;3;55;193;64;22;55;12;33;63;6;259;166;93;6;9;3;0;28;204;3;6;0;3687;1881;1806;58;234;248;67;222;1782;458;457;161
201512;3010102;3;1;1;2;2;1562;883;679;29;158;203;36;216;756;101;54;9;100;386;206;250;306;42;175;386;17;1148;686;462;14;104;126;30;184;627;45;18;0;11707;5577;6130;122;633;941;259;731;4571;1422;2165;863
201512;3010104;3;1;1;4;2;43;31;12;0;3;9;0;0;31;0;0;0;18;37;6;0;0;3;0;3;0;25;16;9;0;0;0;0;0;25;0;0;0;208;127;81;0;12;22;6;10;141;6;11;0
201512;3020203;3;2;2;3;2;97;46;51;0;18;15;7;7;29;15;6;0;18;44;16;0;10;9;0;25;9;31;15;16;0;3;0;0;7;15;6;0;0;2094;1049;1045;17;119;163;55;78;816;344;398;104
201512;3020209;3;2;2;9;2;1849;924;925;45;159;224;67;299;924;76;52;3;371;818;215;29;202;73;82;589;56;1078;547;531;9;30;25;16;266;655;40;34;3;14386;6960;7426;168;828;1341;370;843;6815;1567;1869;585
201512;3020210;3;2;2;10;2;1039;533;506;18;118;160;37;48;513;96;40;9;127;396;140;46;189;84;100;187;37;550;296;254;3;21;53;13;30;360;46;21;3;10628;5228;5400;108;642;936;290;456;5081;1329;1360;426
201512;3020307;3;2;3;7;2;1799;836;963;33;175;266;110;110;814;186;78;27;140;613;312;48;628;129;90;253;38;616;295;321;6;24;24;23;48;404;63;21;3;17517;8573;8944;177;964;1635;544;847;7996;2411;2258;685
201512;3030405;3;3;4;5;2;941;475;466;18;98;140;54;51;442;90;36;12;92;376;188;50;334;19;37;113;12;375;181;194;3;27;28;16;26;251;15;6;3;10654;5052;5602;153;671;1045;301;549;5060;1118;1265;492
201512;3030406;3;3;4;6;2;488;225;263;9;62;57;19;31;223;51;27;9;88;192;68;18;142;3;22;102;9;197;82;115;3;7;6;0;13;132;18;15;3;8136;4025;4111;54;345;670;248;398;3301;1383;1331;406
201512;3030711;3;3;7;11;2;321;160;161;6;31;69;16;25;134;24;13;3;33;115;67;10;63;15;28;65;25;121;54;67;0;9;6;0;15;79;6;6;0;6781;3350;3431;39;299;567;186;298;2779;1115;1102;396
201512;3030715;3;3;7;15;2;592;321;271;9;66;86;16;48;296;44;18;9;51;183;51;12;66;49;102;154;26;303;175;128;3;16;16;3;35;192;20;15;3;6789;3436;3353;66;295;506;164;340;2998;1049;1035;336
201512;3030716;3;3;7;16;2;27;12;15;0;3;6;0;0;15;3;0;0;0;12;6;0;6;0;0;9;0;12;9;3;0;0;0;0;0;12;0;0;0;1145;563;582;7;33;77;23;28;429;184;279;85
201512;3040508;3;4;5;8;2;855;435;420;15;77;143;57;56;371;90;36;10;88;268;119;24;191;170;33;118;51;239;115;124;0;6;12;0;23;143;24;24;7;4592;2287;2305;39;224;486;176;324;2023;616;550;154
201512;3040512;3;4;5;12;2;1118;553;565;25;90;185;70;90;562;59;34;3;194;445;137;49;133;167;49;199;76;465;236;229;0;13;18;3;58;316;29;28;0;9620;4636;4984;79;436;813;275;453;4232;1188;1669;475
201512;3040513;3;4;5;13;2;409;216;193;9;46;65;21;36;187;27;15;3;126;217;60;15;43;24;3;92;15;189;103;86;0;0;7;3;24;134;12;6;3;3390;1636;1754;18;184;367;123;210;1395;404;456;233
201512;3040614;3;4;6;14;2;3964;1948;2016;96;487;550;101;261;2119;198;119;33;960;1861;509;111;537;127;198;1005;125;2170;1065;1105;24;98;90;18;201;1546;112;63;18;35043;16383;18660;447;2325;3190;706;1651;16996;3194;4420;2114
201512;3040818;3;4;8;18;2;4333;2172;2161;94;404;439;89;390;2567;237;95;18;1021;1931;460;243;533;94;364;1101;67;2853;1450;1403;30;111;123;36;309;2014;166;52;12;33827;16127;17700;362;1807;2401;584;1679;17690;3427;4079;1798
201512;3050919;3;5;9;19;2;968;569;399;23;99;129;33;153;461;48;12;10;41;128;56;313;100;12;194;212;9;831;485;346;17;74;94;27;144;422;37;12;4;5565;2747;2818;75;281;365;113;331;2662;592;817;329
201512;3050920;3;5;9;20;2;873;443;430;24;108;95;24;76;497;24;19;6;223;458;89;18;97;25;55;205;15;515;280;235;3;21;15;3;50;389;15;16;3;7283;3453;3830;90;415;579;128;348;3538;665;986;534
201512;3050923;3;5;9;23;2;1402;736;666;28;128;125;33;111;871;68;32;6;380;736;191;36;145;55;72;333;25;905;487;418;3;39;33;9;81;672;52;13;3;8909;4611;4298;127;546;555;151;505;5366;794;663;202
201512;3050924;3;5;9;24;2;1061;595;466;21;99;91;22;112;633;52;28;3;234;543;119;77;91;43;67;231;9;754;424;330;9;33;21;12;89;532;36;19;3;5701;2968;2733;75;348;456;109;386;3375;463;381;108
201512;3050925;3;5;9;25;2;1243;649;594;32;140;173;60;106;642;58;28;4;277;536;110;36;191;25;74;356;25;780;427;353;6;46;49;36;85;487;52;19;0;9039;4416;4623;117;594;878;232;449;4857;743;798;371
201512;3051017;3;5;10;17;2;714;407;307;8;45;45;19;163;364;40;24;6;122;259;54;19;132;15;163;123;3;506;314;192;0;13;14;6;143;300;15;15;0;4175;2129;2046;40;202;256;90;359;2171;503;436;118
201512;3051021;3;5;10;21;2;596;293;303;18;54;69;21;56;331;31;9;7;64;196;70;64;134;15;39;139;9;419;211;208;9;30;39;18;46;252;22;3;0;6518;3038;3480;47;267;366;106;321;2813;603;1472;523
201512;3051022;3;5;10;22;2;253;124;129;3;21;54;9;18;126;15;3;4;36;102;54;18;39;6;17;65;6;128;67;61;0;6;9;6;9;89;9;0;0;4509;2039;2470;51;207;348;97;219;1928;530;777;352
201512;3061126;3;6;11;26;1;3487;1820;1667;67;252;289;38;390;2288;108;46;9;1252;1798;248;88;276;79;215;960;71;2381;1286;1095;16;58;70;18;316;1792;68;37;6;14985;7671;7314;217;813;974;163;1008;9825;900;770;315
201512;3061131;3;6;11;31;1;2915;1462;1453;43;233;223;45;267;1952;110;33;9;1245;1620;177;28;187;39;103;900;38;2029;1041;988;9;49;39;12;215;1580;92;24;9;10171;5160;5011;139;605;684;130;642;6953;553;368;97
201512;3061227;3;6;12;27;1;3177;1603;1574;42;244;240;48;235;2222;104;30;12;1191;1626;208;69;217;75;117;1008;65;2135;1082;1053;9;45;54;12;179;1741;65;21;9;14452;7045;7407;174;736;857;179;777;9227;998;1100;404
201512;3061228;3;6;12;28;1;2300;1148;1152;48;154;171;51;218;1497;98;54;9;687;1122;180;50;198;67;114;705;44;1555;801;754;15;27;48;28;158;1161;67;42;9;12451;6102;6349;133;465;540;156;802;7260;1010;1443;642
201512;3061332;3;6;13;32;1;6102;3061;3041;124;547;543;102;399;4147;167;67;6;2521;3227;318;84;395;107;229;1968;92;4021;2065;1956;27;103;87;24;312;3272;133;57;6;22264;11273;10991;316;1509;1841;364;1095;15158;1154;640;187
201512;3061429;3;6;14;29;1;1114;548;566;22;133;142;30;107;571;67;33;9;130;376;126;28;139;50;48;445;28;657;315;342;9;30;28;15;67;451;36;18;3;10024;4595;5429;64;334;485;131;467;3396;1053;2893;1201
201512;3061430;3;6;14;30;1;856;485;371;29;108;124;13;130;382;40;24;6;61;125;40;106;83;21;243;278;0;686;395;291;17;71;87;6;124;338;25;15;3;3371;1681;1690;44;179;235;59;259;1352;338;627;278
201512;3061434;3;6;14;34;1;1244;615;629;22;103;97;20;107;794;58;40;3;380;612;123;21;144;29;42;375;21;836;412;424;4;23;21;7;80;630;43;25;3;6133;3042;3091;82;369;352;72;333;3914;453;409;149
201512;3061435;3;6;14;35;1;883;437;446;13;55;91;18;91;561;48;6;0;219;381;65;27;76;7;62;308;22;600;286;314;3;19;15;9;69;446;36;3;0;3891;1962;1929;43;167;239;56;268;2274;348;330;166
201512;3061441;3;6;14;41;1;559;269;290;12;76;129;12;36;255;27;9;3;138;249;56;19;93;0;13;176;9;276;132;144;3;15;28;0;27;182;15;6;0;2464;1214;1250;55;297;356;49;77;1317;123;110;80
201512;3071536;3;7;15;36;1;3455;1759;1696;66;276;348;68;269;2242;111;60;15;1388;1754;159;45;238;75;84;1204;55;2322;1182;1140;3;73;51;15;229;1798;96;42;15;10642;5487;5155;153;721;889;198;579;7073;565;343;121
201512;3071537;3;7;15;37;1;4596;2352;2244;90;409;470;63;319;2960;163;116;6;1791;2337;211;116;334;52;224;1477;56;3248;1684;1564;28;152;145;16;252;2438;126;91;0;14998;7682;7316;226;960;1269;282;769;9563;1059;732;138
201512;3071633;3;7;16;33;1;554;289;265;9;55;89;19;52;287;21;16;6;90;185;46;15;97;33;31;187;6;320;157;163;6;12;24;9;40;217;6;6;0;2846;1421;1425;24;133;201;62;172;1229;437;441;147
201512;3071638;3;7;16;38;1;4776;2421;2355;97;444;435;94;377;3067;177;82;3;1872;2510;283;85;371;107;159;1479;65;3215;1633;1582;24;114;84;18;312;2468;134;61;0;17062;8606;8456;247;1121;1435;306;990;10787;1059;912;205
201512;3071639;3;7;16;39;1;2904;1452;1452;40;284;364;50;229;1739;135;63;0;988;1447;233;71;191;97;162;889;47;1870;960;910;9;58;67;18;189;1383;108;38;0;12319;6090;6229;131;820;1283;228;593;7489;858;676;241
201512;4010101;4;1;1;1;2;4568;2337;2231;59;333;502;128;455;2248;467;331;45;358;1630;960;206;386;754;480;841;271;2593;1363;1230;25;83;144;37;314;1521;238;195;36;10604;5109;5495;89;478;746;219;803;4429;1352;1724;764
201512;4010102;4;1;1;2;2;288;226;62;9;11;18;9;42;147;43;9;0;9;115;43;81;9;9;27;37;10;253;201;52;3;4;15;6;39;141;36;9;0;811;511;300;9;27;34;15;70;315;150;146;45
201512;4010103;4;1;1;3;2;3769;1826;1943;52;336;469;145;305;1834;346;235;47;110;982;680;185;572;798;451;443;338;1804;845;959;19;64;107;57;149;1049;175;158;26;7707;3619;4088;66;419;625;207;551;3173;852;1264;550
201512;4020204;4;2;2;4;2;66;38;28;0;6;19;3;4;19;6;6;3;22;31;3;7;0;0;7;21;0;41;25;16;0;3;7;0;0;19;3;6;3;183;98;85;0;9;35;3;7;67;34;25;3
201512;4020205;4;2;2;5;2;296;155;141;6;21;35;9;34;148;28;6;9;78;118;22;24;28;12;21;93;0;183;97;86;3;9;6;6;25;97;25;6;6;1282;634;648;9;55;91;40;100;468;183;269;67
201512;4020206;4;2;2;6;2;517;261;256;9;27;52;12;36;221;70;81;9;89;192;67;25;49;30;47;147;27;295;149;146;0;6;18;6;27;141;43;45;9;2583;1152;1431;15;57;86;25;83;642;355;979;341
201512;4020207;4;2;2;7;2;703;356;347;6;37;89;33;64;363;72;30;9;159;298;69;13;59;45;39;204;45;394;198;196;0;3;21;6;48;232;48;30;6;2584;1249;1335;16;88;187;76;171;1064;326;458;198
201512;4020208;4;2;2;8;2;680;327;353;3;45;103;42;58;302;72;43;12;173;322;84;10;64;27;23;204;30;357;173;184;0;6;9;12;34;204;43;40;9;2846;1401;1445;18;109;296;114;170;1001;334;605;199
201512;4020209;4;2;2;9;2;1154;594;560;3;38;67;21;307;614;71;27;6;286;484;97;13;130;40;51;399;37;887;461;426;0;9;0;3;276;520;49;24;6;3147;1560;1587;10;96;266;82;508;1211;336;500;138
201512;4020310;4;2;3;10;2;302;168;134;3;19;6;0;68;188;12;3;3;15;71;29;3;16;16;53;139;4;264;146;118;3;10;0;0;64;175;6;3;3;623;344;279;3;19;12;3;116;301;58;93;18
201512;4020311;4;2;3;11;2;3894;1980;1914;42;227;394;144;338;1995;379;307;68;819;1544;404;124;372;321;383;916;234;2223;1139;1084;6;40;76;27;203;1363;227;225;56;14269;6740;7529;87;437;928;316;902;5342;1787;3408;1062
201512;4020312;4;2;3;12;2;1468;757;711;25;98;167;46;128;707;145;109;43;255;489;112;84;164;83;155;414;79;901;485;416;10;29;56;21;97;486;91;78;33;5273;2477;2796;41;196;336;112;306;1978;691;1109;504
201512;4020313;4;2;3;13;2;2844;1466;1378;36;213;301;77;276;1465;255;185;36;373;911;256;362;238;245;339;631;118;1882;996;886;12;86;142;38;217;1061;153;140;33;7443;3697;3746;65;310;418;122;651;3377;886;1256;358
201512;4020314;4;2;3;14;2;15;12;3;0;0;0;0;3;3;6;3;0;6;9;3;0;0;0;0;6;0;15;12;3;0;0;0;0;3;3;6;3;0;15;12;3;0;0;0;0;3;3;6;3;0
201512;4030415;4;3;4;15;1;1369;735;634;6;47;83;25;164;793;137;93;21;151;461;146;53;139;97;203;349;67;1019;556;463;3;19;21;6;120;673;90;72;15;2762;1364;1398;12;68;102;28;255;1230;324;411;332
201512;4030416;4;3;4;16;1;4844;2391;2453;66;320;472;158;421;2358;526;439;84;600;1289;342;200;366;1171;440;975;403;2757;1374;1383;10;57;75;39;256;1552;331;375;62;10489;5099;5390;109;536;808;271;873;4999;1418;1217;258
201512;4030417;4;3;4;17;1;3950;1976;1974;57;261;407;111;339;2022;373;315;65;788;1451;338;216;403;433;326;870;251;2394;1239;1155;18;66;97;24;220;1423;252;242;52;10835;5219;5616;95;471;718;227;805;5076;1419;1628;396
201512;4030518;4;3;5;18;1;3938;2005;1933;39;227;345;104;356;2000;460;346;61;584;1195;358;169;292;644;409;929;300;2371;1227;1144;7;53;80;34;225;1375;273;266;58;9428;4645;4783;75;337;499;177;809;4659;1303;1242;327
201512;4030519;4;3;5;19;1;2386;1255;1131;24;167;239;79;207;1281;236;126;27;407;828;274;110;182;310;233;567;156;1385;739;646;3;34;56;30;141;850;154;93;24;5680;2888;2792;52;255;319;107;497;2971;684;662;133
201512;4030620;4;3;6;20;1;3581;1790;1791;42;203;327;109;236;1927;388;280;69;486;1229;388;166;451;358;355;755;267;2095;1068;1027;9;44;72;28;139;1333;221;199;50;8450;4021;4429;78;312;477;157;583;3869;1134;1293;547
201512;4030621;4;3;6;21;1;1536;815;721;18;92;131;39;151;837;134;103;31;230;554;180;116;214;189;86;298;79;925;496;429;3;12;16;15;104;601;88;68;18;2956;1586;1370;24;113;162;57;302;1634;304;296;64
201512;4030622;4;3;6;22;1;4583;2276;2307;56;251;392;124;363;2354;552;428;63;757;1524;391;219;511;569;428;1032;300;2693;1374;1319;9;43;84;24;224;1610;358;281;60;10268;5050;5218;86;380;569;187;778;4746;1381;1712;429
201512;4030623;4;3;6;23;1;2488;1204;1284;34;181;209;61;179;1276;262;225;61;323;647;162;97;515;224;235;600;170;1452;689;763;6;37;50;22;114;862;162;156;43;4616;2242;2374;48;227;254;80;322;2221;533;706;225
201512;4030724;4;3;7;24;1;2117;964;1153;34;100;174;66;139;1021;264;221;98;483;852;234;84;253;155;135;545;93;1260;570;690;3;18;30;18;90;710;150;169;72;6354;2896;3458;61;187;362;141;417;2628;901;1230;427
201512;4030725;4;3;7;25;1;4562;2347;2215;59;278;428;126;358;2447;471;327;68;1122;1850;341;297;413;253;246;1286;217;2993;1546;1447;15;87;127;46;250;1819;334;253;62;11929;5911;6018;119;488;788;244;864;5781;1661;1689;295
201512;4030726;4;3;7;26;1;2214;1088;1126;34;112;205;81;144;1150;241;195;52;444;862;175;89;297;125;217;541;83;1370;704;666;6;24;66;33;88;826;164;121;42;5429;2598;2831;50;195;322;119;315;2404;781;979;264
201512;4030827;4;3;8;27;1;6155;3227;2928;88;338;525;165;446;3297;680;504;112;1126;2157;405;342;512;543;873;1456;272;4019;2147;1872;19;83;148;55;305;2418;469;422;100;12074;6178;5896;121;470;735;236;941;5986;1567;1655;363
